emp_no,first_name,last_name,gender,hire_date,dept_name,title,salary,tenure_years,tenure_segment
14626,Adib,Tramer,M,1988-11-09,Production,"Senior Engineer",77530,13.72,"Established (10-15 yrs)"
15594,Fumino,Peck,F,1988-11-10,Development,"Senior Engineer",90329,13.72,"Established (10-15 yrs)"
17575,Gor,Duclos,M,1988-11-11,Development,"Senior Engineer",62815,13.72,"Established (10-15 yrs)"
12070,Ger,Shokrollahi,M,1988-11-14,Development,"Technique Leader",74369,13.71,"Established (10-15 yrs)"
14855,Feipei,Bergere,F,1988-11-16,Research,"Senior Engineer",82242,13.71,"Established (10-15 yrs)"
17220,Lorien,Panwar,F,1988-11-14,Production,"Senior Engineer",66957,13.71,"Established (10-15 yrs)"
11746,Koichi,Marrakchi,F,1988-11-17,Sales,"Senior Staff",83529,13.7,"Established (10-15 yrs)"
11853,Zeljko,Kusakabe,F,1988-11-17,Marketing,"Senior Staff",87943,13.7,"Established (10-15 yrs)"
16130,Kerryn,Belinskaya,M,1988-11-19,Development,Engineer,46978,13.7,"Established (10-15 yrs)"
16597,Youpyo,Horswill,F,1988-11-17,Finance,"Senior Staff",90202,13.7,"Established (10-15 yrs)"
16653,Gita,Azulay,M,1988-11-18,Finance,"Senior Staff",81958,13.7,"Established (10-15 yrs)"
18078,Sampalli,Granlund,F,1988-11-17,Development,"Senior Engineer",70630,13.7,"Established (10-15 yrs)"
12278,Mingzeng,Haumacher,M,1988-11-23,"Human Resources",Staff,48922,13.69,"Established (10-15 yrs)"
15378,Shounak,Hiraishi,M,1988-11-23,Sales,"Senior Staff",92204,13.69,"Established (10-15 yrs)"
15705,Eldridge,Stenning,F,1988-11-23,"Human Resources","Senior Staff",57783,13.69,"Established (10-15 yrs)"
16561,Zorica,Swan,F,1988-11-23,Research,Engineer,47496,13.69,"Established (10-15 yrs)"
10618,Ranga,Yeung,F,1988-11-27,Production,Engineer,55033,13.68,"Established (10-15 yrs)"
10958,Huican,Katalagarianos,M,1988-11-27,Development,"Senior Engineer",75805,13.68,"Established (10-15 yrs)"
14472,Chinho,Leuchs,M,1988-11-26,Sales,"Senior Staff",66944,13.68,"Established (10-15 yrs)"
15708,Reuven,Kushnir,F,1988-11-26,Sales,"Senior Staff",107294,13.68,"Established (10-15 yrs)"
15947,Amstein,Bierman,M,1988-11-24,Production,"Technique Leader",56522,13.68,"Established (10-15 yrs)"
17045,Yuping,Rando,F,1988-11-24,"Customer Service","Senior Staff",78665,13.68,"Established (10-15 yrs)"
11118,Sailaja,Gelosh,F,1988-11-28,"Human Resources","Senior Staff",64211,13.67,"Established (10-15 yrs)"
12587,Chuanyi,Birsak,M,1988-11-29,"Human Resources","Senior Staff",97957,13.67,"Established (10-15 yrs)"
10504,Xiong,Varker,M,1988-12-03,Sales,Staff,47967,13.66,"Established (10-15 yrs)"
12903,Radhika,Salverda,F,1988-12-01,Marketing,"Senior Staff",108849,13.66,"Established (10-15 yrs)"
12975,Katsuyuki,Dulli,F,1988-12-04,Production,"Senior Engineer",83390,13.66,"Established (10-15 yrs)"
14095,Tonia,Underwood,F,1988-12-03,Sales,"Senior Staff",91722,13.66,"Established (10-15 yrs)"
14810,Sreekrishna,Gips,F,1988-12-04,Development,"Senior Engineer",70420,13.66,"Established (10-15 yrs)"
15540,Steen,Mullainathan,M,1988-12-01,Development,"Senior Engineer",66066,13.66,"Established (10-15 yrs)"
16471,Bogdan,Birta,M,1988-12-02,Research,Staff,53021,13.66,"Established (10-15 yrs)"
16935,Guenter,Anily,F,1988-12-01,Development,"Technique Leader",89771,13.66,"Established (10-15 yrs)"
17712,Salvador,Serra,M,1988-12-02,Sales,"Senior Staff",81727,13.66,"Established (10-15 yrs)"
17892,Subhash,Suomi,M,1988-12-04,Finance,"Senior Staff",107863,13.66,"Established (10-15 yrs)"
13912,Niclas,Blokdijk,M,1988-12-07,Production,Engineer,63043,13.65,"Established (10-15 yrs)"
15661,Zine,Angelov,F,1988-12-07,"Human Resources",Staff,49046,13.65,"Established (10-15 yrs)"
15716,Flemming,Pargas,M,1988-12-06,Sales,Staff,88357,13.65,"Established (10-15 yrs)"
16356,Sibyl,Woycyznski,F,1988-12-05,Marketing,"Senior Staff",67900,13.65,"Established (10-15 yrs)"
10775,Xiaoheng,Sluis,M,1988-12-09,"Customer Service","Senior Engineer",57607,13.64,"Established (10-15 yrs)"
11563,Teruyuki,Tetzlaff,M,1988-12-10,"Customer Service","Senior Staff",76312,13.64,"Established (10-15 yrs)"
15419,Zito,Coney,M,1988-12-10,Research,"Senior Staff",79961,13.64,"Established (10-15 yrs)"
16133,Franziska,Garnham,M,1988-12-10,Production,"Technique Leader",79285,13.64,"Established (10-15 yrs)"
11839,Navid,Falck,M,1988-12-12,Production,"Senior Engineer",95810,13.63,"Established (10-15 yrs)"
12739,Aral,Kading,F,1988-12-15,"Human Resources","Senior Staff",86888,13.63,"Established (10-15 yrs)"
12943,Kazuhide,Zucker,M,1988-12-15,Sales,"Senior Staff",81596,13.63,"Established (10-15 yrs)"
16570,Uta,Matzen,F,1988-12-15,Production,"Senior Engineer",64908,13.63,"Established (10-15 yrs)"
17147,Raimond,Luft,M,1988-12-12,"Human Resources","Senior Staff",67450,13.63,"Established (10-15 yrs)"
17529,Abdelkader,Ramsey,M,1988-12-14,Marketing,"Senior Staff",65427,13.63,"Established (10-15 yrs)"
11863,Stella,Peng,M,1988-12-16,Development,"Senior Engineer",82136,13.62,"Established (10-15 yrs)"
12601,Ghassan,Simkin,M,1988-12-17,Development,"Senior Engineer",62507,13.62,"Established (10-15 yrs)"
12752,Peer,Hitomi,M,1988-12-17,Development,"Technique Leader",55679,13.62,"Established (10-15 yrs)"
13599,Gor,Versino,M,1988-12-19,Sales,"Senior Staff",86356,13.62,"Established (10-15 yrs)"
13784,Surveyors,Ranst,M,1988-12-19,Sales,"Senior Staff",107893,13.62,"Established (10-15 yrs)"
14344,Otilia,Buescher,F,1988-12-16,Production,"Technique Leader",72172,13.62,"Established (10-15 yrs)"
15100,Akeel,Haumacher,M,1988-12-17,Sales,Staff,75956,13.62,"Established (10-15 yrs)"
15574,Evgueni,Kalloufi,F,1988-12-19,Finance,"Senior Staff",90735,13.62,"Established (10-15 yrs)"
16248,Tadahiro,Masada,M,1988-12-16,Production,"Senior Engineer",62688,13.62,"Established (10-15 yrs)"
17164,Pranjal,Birta,M,1988-12-17,Development,"Senior Engineer",56185,13.62,"Established (10-15 yrs)"
11394,Masadi,Uhrik,M,1988-12-20,"Customer Service","Senior Staff",61956,13.61,"Established (10-15 yrs)"
11505,Shietung,Billingsley,M,1988-12-22,"Quality Management","Senior Engineer",69058,13.61,"Established (10-15 yrs)"
14941,Nathan,Lichtner,M,1988-12-22,Development,"Senior Engineer",65714,13.61,"Established (10-15 yrs)"
15021,Sarita,Czaja,F,1988-12-21,"Quality Management","Senior Engineer",64765,13.61,"Established (10-15 yrs)"
10907,JiYoung,Luks,M,1988-12-25,"Human Resources","Senior Staff",63185,13.6,"Established (10-15 yrs)"
11371,Tadahiko,Masamoto,M,1988-12-25,Development,"Senior Engineer",81461,13.6,"Established (10-15 yrs)"
11654,Jianhui,Zwicker,M,1988-12-24,"Quality Management",Engineer,53608,13.6,"Established (10-15 yrs)"
14983,Hyuckchul,Pouyioutas,M,1988-12-26,Marketing,"Senior Staff",106898,13.6,"Established (10-15 yrs)"
14985,Almudena,Syang,F,1988-12-24,Sales,"Senior Staff",94470,13.6,"Established (10-15 yrs)"
15016,Woody,Gulik,F,1988-12-25,Finance,"Senior Staff",57727,13.6,"Established (10-15 yrs)"
15601,Carrsten,Anily,F,1988-12-24,Sales,"Senior Staff",93485,13.6,"Established (10-15 yrs)"
15973,Steen,Bratsberg,M,1988-12-26,Production,"Senior Engineer",53392,13.6,"Established (10-15 yrs)"
10523,Malu,Skafidas,M,1988-12-28,Production,"Senior Engineer",60991,13.59,"Established (10-15 yrs)"
12261,Udi,Hardjono,F,1988-12-27,Sales,Staff,85505,13.59,"Established (10-15 yrs)"
13958,Shugo,Dahlbom,M,1988-12-27,Production,"Senior Engineer",71232,13.59,"Established (10-15 yrs)"
14175,Kazuhiro,Eppinger,M,1988-12-27,Development,"Senior Engineer",75162,13.59,"Established (10-15 yrs)"
14409,Uta,Pettis,M,1988-12-27,Sales,"Senior Staff",115776,13.59,"Established (10-15 yrs)"
14963,Masali,Gire,M,1988-12-27,Production,"Senior Engineer",85752,13.59,"Established (10-15 yrs)"
15362,Takahira,Kusakari,M,1988-12-30,Development,"Senior Engineer",53617,13.59,"Established (10-15 yrs)"
18137,Baocai,Stifter,F,1988-12-30,"Human Resources","Senior Staff",62290,13.59,"Established (10-15 yrs)"
13306,Wanqing,Granlund,M,1989-01-02,Development,"Technique Leader",82878,13.58,"Established (10-15 yrs)"
15175,Lucian,Nyanchama,M,1989-01-01,Production,Engineer,58897,13.58,"Established (10-15 yrs)"
15672,Chenyi,Motley,M,1988-12-31,Development,"Senior Engineer",82328,13.58,"Established (10-15 yrs)"
16729,Kirk,Broomell,M,1988-12-31,Finance,"Senior Staff",68967,13.58,"Established (10-15 yrs)"
10741,Sven,Huttel,F,1989-01-06,Marketing,"Senior Staff",85872,13.57,"Established (10-15 yrs)"
10980,Filipp,Munawer,M,1989-01-04,Development,"Senior Engineer",85016,13.57,"Established (10-15 yrs)"
10981,Sugwoo,Dulin,F,1989-01-03,Sales,"Senior Staff",95533,13.57,"Established (10-15 yrs)"
12292,Wuxu,Farrar,F,1989-01-05,Production,"Senior Engineer",84400,13.57,"Established (10-15 yrs)"
16559,Weijing,Kruskal,F,1989-01-05,Development,"Senior Engineer",57788,13.57,"Established (10-15 yrs)"
16782,Premsyl,Redmiles,F,1989-01-03,Sales,"Senior Staff",100033,13.57,"Established (10-15 yrs)"
11989,Erzsebet,Peltason,M,1989-01-07,Production,"Technique Leader",64328,13.56,"Established (10-15 yrs)"
13380,Shuji,Iisaku,M,1989-01-08,"Human Resources","Senior Staff",64426,13.56,"Established (10-15 yrs)"
13870,Theirry,Kirkerud,F,1989-01-09,Production,Engineer,53963,13.56,"Established (10-15 yrs)"
14087,Aron,Peir,F,1989-01-07,Production,Engineer,58236,13.56,"Established (10-15 yrs)"
14233,Zijian,Blokdijk,M,1989-01-10,"Customer Service","Senior Staff",56339,13.56,"Established (10-15 yrs)"
14388,Arch,Remmers,F,1989-01-07,Marketing,"Senior Staff",79761,13.56,"Established (10-15 yrs)"
14414,Constantine,Farrar,M,1989-01-07,Production,"Senior Engineer",84962,13.56,"Established (10-15 yrs)"
14956,Jaana,Sherertz,F,1989-01-09,Production,"Senior Engineer",52171,13.56,"Established (10-15 yrs)"
15143,Chiradeep,Krupka,M,1989-01-10,Sales,"Senior Staff",91601,13.56,"Established (10-15 yrs)"
15435,Aamod,Rijckaert,F,1989-01-07,Production,"Technique Leader",55013,13.56,"Established (10-15 yrs)"
16152,Ewing,Zuberek,M,1989-01-09,Marketing,"Senior Staff",84750,13.56,"Established (10-15 yrs)"
17970,Filipp,Carrere,M,1989-01-09,Production,"Technique Leader",68849,13.56,"Established (10-15 yrs)"
11360,Fen,Schach,M,1989-01-12,Sales,"Senior Staff",83190,13.55,"Established (10-15 yrs)"
11852,Zhongwei,Yurek,M,1989-01-11,Sales,Staff,77790,13.55,"Established (10-15 yrs)"
12000,Claudi,Angelov,M,1989-01-12,Production,"Senior Engineer",64026,13.55,"Established (10-15 yrs)"
12899,Chinho,Sethi,M,1989-01-13,"Human Resources","Senior Staff",59276,13.55,"Established (10-15 yrs)"
16342,Genevieve,Homond,M,1989-01-11,Research,Staff,48993,13.55,"Established (10-15 yrs)"
10127,Subir,Baja,F,1989-01-14,Development,"Senior Engineer",63100,13.54,"Established (10-15 yrs)"
10376,Fai,Bale,M,1989-01-14,Production,"Technique Leader",65398,13.54,"Established (10-15 yrs)"
11856,Gao,Alpin,F,1989-01-14,Production,"Senior Engineer",64001,13.54,"Established (10-15 yrs)"
12092,Kauko,Unno,M,1989-01-17,Research,"Senior Staff",49322,13.54,"Established (10-15 yrs)"
12201,Heeju,Pardalos,M,1989-01-15,Production,"Senior Engineer",63070,13.54,"Established (10-15 yrs)"
13107,Shawna,Nanard,F,1989-01-16,Finance,"Senior Staff",92154,13.54,"Established (10-15 yrs)"
14119,Katsuo,Georgakopoulos,M,1989-01-14,"Customer Service","Senior Staff",94017,13.54,"Established (10-15 yrs)"
15079,Akeno,Henders,M,1989-01-16,Production,Engineer,59546,13.54,"Established (10-15 yrs)"
15692,Falguni,Brobst,M,1989-01-16,Development,Engineer,46603,13.54,"Established (10-15 yrs)"
16031,Elliott,Parveen,F,1989-01-17,Sales,"Senior Staff",86784,13.54,"Established (10-15 yrs)"
17650,Adly,Lemarechal,M,1989-01-16,Production,"Senior Engineer",70808,13.54,"Established (10-15 yrs)"
17717,Eldridge,Rehfuss,M,1989-01-15,"Human Resources","Senior Staff",61167,13.54,"Established (10-15 yrs)"
13410,Tremaine,Rebaine,M,1989-01-19,Sales,"Senior Staff",72747,13.53,"Established (10-15 yrs)"
13944,Takahito,Maierhofer,M,1989-01-18,Development,"Senior Engineer",67660,13.53,"Established (10-15 yrs)"
16204,Duangkaew,Shackell,M,1989-01-20,Production,"Senior Engineer",95942,13.53,"Established (10-15 yrs)"
17982,Dzung,Stenning,M,1989-01-19,Sales,"Senior Staff",71664,13.53,"Established (10-15 yrs)"
11796,Sachem,Egerstedt,M,1989-01-23,Finance,"Senior Staff",93459,13.52,"Established (10-15 yrs)"
12688,Dietrich,Riexinger,F,1989-01-22,"Customer Service","Senior Staff",58846,13.52,"Established (10-15 yrs)"
14617,Tse,Parfitt,F,1989-01-23,Production,"Senior Engineer",68839,13.52,"Established (10-15 yrs)"
15615,Teruyuki,Mitzlaff,M,1989-01-22,Development,"Senior Staff",62481,13.52,"Established (10-15 yrs)"
17718,Barton,Yurek,M,1989-01-21,"Human Resources","Senior Staff",62927,13.52,"Established (10-15 yrs)"
10622,Turgut,Narlikar,M,1989-01-28,Production,"Senior Engineer",66534,13.51,"Established (10-15 yrs)"
13429,Avishai,Kranzdorf,M,1989-01-26,Finance,Staff,80286,13.51,"Established (10-15 yrs)"
14381,Danco,Weedon,M,1989-01-26,Sales,Staff,80329,13.51,"Established (10-15 yrs)"
14500,Rutger,Malabarba,F,1989-01-27,Production,"Senior Engineer",79013,13.51,"Established (10-15 yrs)"
15668,Zito,Juneja,M,1989-01-27,Development,"Senior Engineer",50335,13.51,"Established (10-15 yrs)"
15862,Gao,Wrigley,M,1989-01-27,Development,"Senior Engineer",73196,13.51,"Established (10-15 yrs)"
18096,Sven,Manders,F,1989-01-28,Development,"Senior Engineer",70939,13.51,"Established (10-15 yrs)"
10160,Debatosh,Khasidashvili,M,1989-01-30,Sales,"Senior Staff",102165,13.5,"Established (10-15 yrs)"
12566,Kristinn,Ozeki,M,1989-01-29,"Human Resources","Senior Staff",69117,13.5,"Established (10-15 yrs)"
13708,Taizo,Bolsens,F,1989-01-29,Research,"Senior Engineer",69641,13.5,"Established (10-15 yrs)"
13967,Ymte,Pettis,M,1989-01-29,"Customer Service","Senior Engineer",72809,13.5,"Established (10-15 yrs)"
14591,Martijn,Akiyama,M,1989-01-30,Sales,"Senior Staff",76982,13.5,"Established (10-15 yrs)"
17913,Kotesh,Peck,F,1989-01-30,Production,"Senior Engineer",67953,13.5,"Established (10-15 yrs)"
11741,Valeri,Vigier,F,1989-02-04,Finance,"Senior Staff",84493,13.49,"Established (10-15 yrs)"
14226,Chirstian,Restivo,F,1989-02-03,Development,"Senior Engineer",86937,13.49,"Established (10-15 yrs)"
16540,Zengping,Hashii,M,1989-02-01,"Customer Service","Senior Staff",107411,13.49,"Established (10-15 yrs)"
17626,Paraskevi,Cardazo,F,1989-02-02,Production,"Senior Engineer",81965,13.49,"Established (10-15 yrs)"
18069,Angus,Kambil,F,1989-02-01,Production,Engineer,54715,13.49,"Established (10-15 yrs)"
10833,Krisda,Gecseg,F,1989-02-08,"Quality Management","Technique Leader",45557,13.48,"Established (10-15 yrs)"
11560,Terresa,Birta,F,1989-02-07,Research,"Senior Staff",71025,13.48,"Established (10-15 yrs)"
13662,Tianruo,Zucker,F,1989-02-06,Research,"Senior Staff",94779,13.48,"Established (10-15 yrs)"
16984,Macha,Rosenbaum,F,1989-02-07,Development,"Senior Engineer",69614,13.48,"Established (10-15 yrs)"
10007,Tzvetan,Zielinski,F,1989-02-10,Research,"Senior Staff",88070,13.47,"Established (10-15 yrs)"
11292,Souichi,Sichman,F,1989-02-11,Development,"Senior Engineer",66289,13.47,"Established (10-15 yrs)"
11446,Naftali,Narahara,M,1989-02-09,Development,"Senior Engineer",52193,13.47,"Established (10-15 yrs)"
14748,Marek,Shihab,M,1989-02-09,Marketing,"Senior Staff",72910,13.47,"Established (10-15 yrs)"
17773,Joydip,Hebden,M,1989-02-10,"Human Resources","Senior Staff",61227,13.47,"Established (10-15 yrs)"
10433,Reuven,Dengi,M,1989-02-14,"Quality Management",Engineer,63139,13.46,"Established (10-15 yrs)"
10455,Sverrir,Streng,F,1989-02-14,Sales,"Senior Staff",116386,13.46,"Established (10-15 yrs)"
10568,Gao,Poulakidas,F,1989-02-14,Sales,Staff,80992,13.46,"Established (10-15 yrs)"
10871,Aram,Gilg,M,1989-02-15,"Customer Service",Staff,43004,13.46,"Established (10-15 yrs)"
10903,Visit,Nyanchama,M,1989-02-14,"Customer Service","Senior Staff",72986,13.46,"Established (10-15 yrs)"
13618,Xiaoqiang,Ferretti,F,1989-02-13,Sales,Staff,79242,13.46,"Established (10-15 yrs)"
15158,Gio,Flowers,F,1989-02-13,Development,"Senior Engineer",65123,13.46,"Established (10-15 yrs)"
17166,Garnik,Crelier,F,1989-02-13,"Customer Service","Senior Engineer",61928,13.46,"Established (10-15 yrs)"
17515,Xuejia,Zykh,M,1989-02-12,Development,"Senior Engineer",69613,13.46,"Established (10-15 yrs)"
13057,Xiaocheng,Kandlur,M,1989-02-17,"Human Resources","Senior Staff",88897,13.45,"Established (10-15 yrs)"
14223,Krisda,Swiss,F,1989-02-16,Production,"Senior Engineer",58645,13.45,"Established (10-15 yrs)"
14342,Hairong,Iacovou,M,1989-02-16,Development,"Senior Engineer",86030,13.45,"Established (10-15 yrs)"
15932,Zijian,Angelopoulos,M,1989-02-16,Marketing,Staff,87377,13.45,"Established (10-15 yrs)"
16216,Venkatesan,Perng,F,1989-02-18,Development,"Senior Engineer",87072,13.45,"Established (10-15 yrs)"
17595,Sachar,Ghemri,M,1989-02-19,"Customer Service","Senior Staff",74108,13.45,"Established (10-15 yrs)"
11289,Chuanti,Cherinka,M,1989-02-22,Development,"Senior Engineer",68475,13.44,"Established (10-15 yrs)"
13022,Georg,Juneja,F,1989-02-20,Development,Engineer,54416,13.44,"Established (10-15 yrs)"
13185,Hyuncheol,Rosca,F,1989-02-21,Finance,"Senior Staff",106450,13.44,"Established (10-15 yrs)"
14628,Pranjal,Vandervoorde,F,1989-02-20,Sales,"Senior Staff",99445,13.44,"Established (10-15 yrs)"
15457,Boalin,Scallan,M,1989-02-20,Production,"Senior Staff",69938,13.44,"Established (10-15 yrs)"
15486,Mariangiola,Zhang,F,1989-02-20,Development,"Senior Engineer",86236,13.44,"Established (10-15 yrs)"
16278,Marin,Pokrovskii,M,1989-02-20,Production,"Technique Leader",63140,13.44,"Established (10-15 yrs)"
17197,Hidefumi,Rothe,F,1989-02-21,Sales,"Senior Staff",92353,13.44,"Established (10-15 yrs)"
12707,Gregory,Zastre,M,1989-02-26,Sales,Staff,62811,13.43,"Established (10-15 yrs)"
16554,Weicheng,Taubman,F,1989-02-24,"Quality Management","Senior Engineer",49562,13.43,"Established (10-15 yrs)"
17265,Xiping,Whitcomb,F,1989-02-26,"Customer Service","Senior Staff",58890,13.43,"Established (10-15 yrs)"
17404,Martijn,Penttonen,M,1989-02-23,"Quality Management","Technique Leader",61881,13.43,"Established (10-15 yrs)"
11343,Susanne,Erez,M,1989-02-27,Development,"Senior Engineer",58877,13.42,"Established (10-15 yrs)"
13838,Giao,Stellhorn,M,1989-03-01,"Customer Service","Senior Staff",67392,13.42,"Established (10-15 yrs)"
14049,Becky,Pelz,F,1989-02-28,Development,"Senior Engineer",57111,13.42,"Established (10-15 yrs)"
14506,Marsal,Silva,F,1989-03-01,Development,Engineer,69619,13.42,"Established (10-15 yrs)"
14867,Boguslaw,Bauknecht,M,1989-02-27,Development,"Senior Engineer",99872,13.42,"Established (10-15 yrs)"
15319,Rafols,Sankaranarayanan,F,1989-03-01,Development,Engineer,68876,13.42,"Established (10-15 yrs)"
17554,Apostol,Birch,F,1989-02-28,Research,"Senior Staff",44079,13.42,"Established (10-15 yrs)"
10477,Guoxiang,Trogemann,F,1989-03-04,Development,"Senior Engineer",68859,13.41,"Established (10-15 yrs)"
10973,Valdiodio,Raczkowsky,M,1989-03-05,Development,"Senior Engineer",80438,13.41,"Established (10-15 yrs)"
12523,Tonia,Casley,M,1989-03-03,Sales,"Senior Staff",123684,13.41,"Established (10-15 yrs)"
13211,Mechthild,Thimonier,F,1989-03-04,Production,"Senior Engineer",80959,13.41,"Established (10-15 yrs)"
13337,Kamakshi,Hanratty,M,1989-03-05,Production,"Senior Engineer",67253,13.41,"Established (10-15 yrs)"
13440,Lidong,Glowinski,M,1989-03-03,Production,"Senior Engineer",66742,13.41,"Established (10-15 yrs)"
14579,Tomofumi,Weedon,M,1989-03-03,Production,Engineer,45057,13.41,"Established (10-15 yrs)"
15405,Richard,Munch,M,1989-03-04,Development,Engineer,74970,13.41,"Established (10-15 yrs)"
15857,Lorien,Kuhnemann,F,1989-03-05,Sales,"Senior Staff",73192,13.41,"Established (10-15 yrs)"
15858,Behnaam,Morrin,M,1989-03-04,"Human Resources","Senior Staff",70269,13.41,"Established (10-15 yrs)"
16074,Rayond,Levasseur,M,1989-03-03,Development,"Senior Engineer",57717,13.41,"Established (10-15 yrs)"
11499,Peternela,Chartres,F,1989-03-08,Research,"Senior Staff",53148,13.4,"Established (10-15 yrs)"
14943,Youngkon,Christianini,M,1989-03-06,Finance,"Senior Staff",44229,13.4,"Established (10-15 yrs)"
15154,Fumino,Baranowski,M,1989-03-09,Production,"Senior Engineer",83346,13.4,"Established (10-15 yrs)"
16236,Chanjung,Plessier,M,1989-03-06,Production,"Technique Leader",68287,13.4,"Established (10-15 yrs)"
18113,Kish,Hainaut,F,1989-03-08,Development,"Senior Engineer",58775,13.4,"Established (10-15 yrs)"
11406,Eberhardt,Gini,F,1989-03-13,Research,"Senior Staff",106117,13.39,"Established (10-15 yrs)"
11599,Deniz,Ashish,M,1989-03-13,Production,Engineer,88307,13.39,"Established (10-15 yrs)"
11693,Hideo,Coorg,M,1989-03-13,Development,"Senior Engineer",101179,13.39,"Established (10-15 yrs)"
11715,Arnd,Albarhamtoshy,F,1989-03-11,Sales,Staff,59403,13.39,"Established (10-15 yrs)"
12001,Ulf,Hofstetter,F,1989-03-10,Finance,"Senior Staff",93524,13.39,"Established (10-15 yrs)"
12214,Shih,Rahimi,F,1989-03-12,Marketing,"Senior Staff",88465,13.39,"Established (10-15 yrs)"
14132,Phillip,Rotem,M,1989-03-13,Production,Engineer,51375,13.39,"Established (10-15 yrs)"
14190,Leon,Tomescu,F,1989-03-13,Production,"Senior Engineer",62095,13.39,"Established (10-15 yrs)"
15782,Ipke,Munch,M,1989-03-12,Sales,"Senior Staff",79792,13.39,"Established (10-15 yrs)"
16522,Jongsuk,Luks,F,1989-03-10,Marketing,Staff,48644,13.39,"Established (10-15 yrs)"
16836,Mostafa,Nergos,M,1989-03-11,Sales,"Senior Staff",101162,13.39,"Established (10-15 yrs)"
17337,Supot,Pelc,F,1989-03-10,Production,"Senior Engineer",55969,13.39,"Established (10-15 yrs)"
17393,Chikako,Tsukune,F,1989-03-10,Production,"Senior Engineer",80210,13.39,"Established (10-15 yrs)"
10786,Patricia,dAstous,M,1989-03-14,"Quality Management","Senior Engineer",47349,13.38,"Established (10-15 yrs)"
10887,Lunjin,DeMori,M,1989-03-16,Development,"Senior Engineer",101291,13.38,"Established (10-15 yrs)"
11103,Sanjai,Penttonen,M,1989-03-15,Development,"Senior Engineer",95395,13.38,"Established (10-15 yrs)"
12811,Genevieve,Eppinger,M,1989-03-15,Development,"Technique Leader",47063,13.38,"Established (10-15 yrs)"
13241,Uta,Narahari,M,1989-03-14,Sales,"Senior Staff",88827,13.38,"Established (10-15 yrs)"
18234,Sanjai,Maginnis,M,1989-03-16,Production,"Senior Engineer",90707,13.38,"Established (10-15 yrs)"
10599,Seshu,Crelier,F,1989-03-17,Development,"Technique Leader",71926,13.37,"Established (10-15 yrs)"
11657,Gou,Bazzichi,F,1989-03-19,Production,"Senior Engineer",75223,13.37,"Established (10-15 yrs)"
12824,Sakthirel,Montresor,F,1989-03-20,Production,"Senior Engineer",71077,13.37,"Established (10-15 yrs)"
13952,Saeed,Schlegelmilch,M,1989-03-17,Development,"Senior Engineer",63138,13.37,"Established (10-15 yrs)"
14303,Weicheng,Deverell,M,1989-03-18,Production,"Senior Engineer",63289,13.37,"Established (10-15 yrs)"
14312,Demin,Grabner,M,1989-03-18,Development,"Senior Engineer",78989,13.37,"Established (10-15 yrs)"
14557,Pramod,Argence,M,1989-03-19,"Quality Management",Engineer,53617,13.37,"Established (10-15 yrs)"
15772,Otilia,Kawashima,M,1989-03-18,Finance,"Senior Staff",59630,13.37,"Established (10-15 yrs)"
15812,Luise,Braunmuhl,M,1989-03-19,Sales,"Senior Staff",83803,13.37,"Established (10-15 yrs)"
16169,Candida,Dratva,F,1989-03-19,Production,"Senior Engineer",75809,13.37,"Established (10-15 yrs)"
16505,Tzvetan,Huttel,M,1989-03-18,Development,"Technique Leader",67846,13.37,"Established (10-15 yrs)"
10416,Uli,Keustermans,M,1989-03-24,Finance,"Senior Staff",99825,13.36,"Established (10-15 yrs)"
10619,Vivian,Kusakabe,M,1989-03-24,Sales,"Senior Staff",99689,13.36,"Established (10-15 yrs)"
12091,Lansing,Cunliffe,M,1989-03-21,"Quality Management","Senior Engineer",71065,13.36,"Established (10-15 yrs)"
12427,Zissis,Daescu,F,1989-03-23,Research,"Senior Staff",65572,13.36,"Established (10-15 yrs)"
14689,Xuejun,Staudhammer,F,1989-03-21,Development,"Senior Engineer",65571,13.36,"Established (10-15 yrs)"
15453,Munenori,Undy,M,1989-03-23,Production,Engineer,62434,13.36,"Established (10-15 yrs)"
17578,Janche,Molenkamp,F,1989-03-21,"Customer Service","Senior Engineer",95612,13.36,"Established (10-15 yrs)"
17753,Karoline,Hegner,F,1989-03-23,Production,"Senior Engineer",88090,13.36,"Established (10-15 yrs)"
17059,Tamiya,Atrawala,M,1989-03-27,Production,"Senior Engineer",62899,13.35,"Established (10-15 yrs)"
10047,Zvonko,Nyanchama,M,1989-03-31,Production,"Senior Engineer",81037,13.34,"Established (10-15 yrs)"
10542,Yannis,Couchot,F,1989-03-28,Development,"Senior Engineer",56358,13.34,"Established (10-15 yrs)"
11694,Stamatina,Ozery,F,1989-03-31,"Human Resources","Senior Staff",57056,13.34,"Established (10-15 yrs)"
16437,Val,Nyrup,M,1989-03-30,Marketing,"Senior Staff",98410,13.34,"Established (10-15 yrs)"
16989,Limsoon,Ruther,F,1989-03-30,"Customer Service",Engineer,62992,13.34,"Established (10-15 yrs)"
18244,Patricio,Dalton,M,1989-03-31,Sales,"Senior Staff",100467,13.34,"Established (10-15 yrs)"
11691,Pragnesh,Borovoy,M,1989-04-04,Production,"Senior Engineer",64209,13.33,"Established (10-15 yrs)"
12058,Qunsheng,Khamsi,M,1989-04-02,Development,"Senior Engineer",75285,13.33,"Established (10-15 yrs)"
12442,Iara,Lanteri,M,1989-04-04,Development,"Senior Engineer",74491,13.33,"Established (10-15 yrs)"
