emp_no,first_name,last_name,gender,hire_date,salary,salary_from
13341,Bodh,Doering,F,1986-03-11,68837,2002-03-07
13793,Mokhtar,Rosar,F,1990-03-04,68836,2002-03-01
14897,Alair,Grabner,M,1985-07-07,68829,2002-04-15
13141,Guther,Holburn,M,1990-08-24,68828,2001-08-21
16556,Mostafa,Hiltgen,M,1987-12-27,68827,2001-12-23
12636,Yuuichi,Debuse,F,1989-04-15,68820,2001-10-19
16143,Zhensheng,Rosti,M,1988-08-24,68814,2002-06-16
16127,Arvind,Marshall,F,1997-07-22,68813,2002-05-18
13284,Cathie,Pews,F,1990-04-17,68809,2002-04-14
14424,Chikako,Isard,F,1990-07-16,68798,2002-07-13
14180,Arumugam,Bernatsky,F,1987-03-16,68795,2002-03-13
16211,Kiyotoshi,Swick,M,1987-08-31,68795,2001-08-27
14600,Jayson,Cairo,F,1988-07-05,68775,2001-10-21
13132,Jianhua,Delgrande,F,1994-01-18,68772,2002-01-16
13292,Bokyung,Alpin,F,1995-05-17,68769,2001-08-02
11210,Kamakshi,Decaestecker,M,1986-02-27,68768,2001-08-22
10035,Alain,Chappelet,M,1988-09-05,68755,2001-09-02
13298,Sasan,Shokrollahi,M,1986-11-06,68752,2001-11-02
16411,Perla,Highland,M,1986-01-22,68744,2001-09-11
10816,Morris,Caine,F,1989-06-27,68737,2002-05-19
12515,Pranav,Wilharm,F,1992-04-03,68737,2002-01-25
13074,Kiam,Garigliano,M,1985-03-24,68737,2002-03-20
12368,Gor,Dechter,F,1992-06-14,68732,2002-06-12
11392,Fatemeh,Reeken,M,1997-02-12,68727,2002-04-20
15993,Yoshimitsu,Peir,M,1988-03-23,68721,2001-11-16
17329,Shaunak,Tyugu,M,1986-06-23,68719,2002-07-20
18204,Zissis,Georgatos,F,1996-11-08,68709,2001-11-07
12516,Sreenivas,Aamodt,F,1990-03-06,68697,2002-03-03
12562,Sven,Luby,F,1997-06-24,68694,2002-06-23
14046,Elzbieta,Perin,F,1994-04-15,68688,2001-09-10
15259,Kauko,Schaft,M,1986-08-20,68686,2001-08-16
14650,Yuqun,Georg,M,1986-10-04,68684,2001-09-30
10158,Khedija,Mitsuhashi,M,1986-01-29,68624,2002-05-31
10983,Somnath,Parascandalo,F,1988-02-22,68620,2002-02-18
16539,Gretta,Fetvedt,M,1987-12-07,68614,2001-12-03
10096,Jayson,Mandell,M,1990-01-14,68612,2002-01-22
14377,Siddarth,Conry,M,1987-04-30,68606,2002-05-18
14836,Chiradeep,Paludetto,F,1986-07-03,68597,2002-07-21
11973,Aamod,Erdmenger,F,1989-04-13,68591,2002-04-10
10275,Marek,Luck,F,1987-09-08,68583,2001-09-04
16614,Baruch,Ghazalie,M,1989-12-26,68579,2001-12-23
16963,Monique,Lalonde,M,1988-07-06,68576,2002-07-03
16747,Taisook,Cyre,F,1997-05-19,68560,2002-02-22
10062,Anoosh,Peyn,M,1991-08-30,68559,2001-08-27
13151,Sadun,Bamford,M,1992-11-30,68558,2002-05-14
12392,Uzi,Kragelund,M,1987-09-13,68532,2001-09-09
16308,Yannis,Waterhouse,F,1999-05-08,68525,2001-10-15
17191,Nobuyoshi,Baer,M,1990-07-17,68524,2002-07-14
17005,Felicidad,Alpin,M,1993-07-14,68523,2002-07-12
11718,Richard,Marshall,F,1996-08-11,68521,2001-12-31
17103,Takahiro,Feldmann,M,1985-05-09,68518,2001-10-04
12586,Oguz,Tasistro,M,1993-01-25,68491,2002-04-28
14690,Yechezkel,Bellone,F,1986-02-25,68486,2002-02-21
14934,Shaleah,Ecklund,M,1985-02-26,68483,2002-02-22
11289,Chuanti,Cherinka,M,1989-02-22,68475,2002-02-19
11876,Leszek,Kobuchi,M,1991-06-08,68469,2002-06-05
16722,Torsten,Bain,M,1994-08-29,68464,2001-08-25
10998,Marlo,Kandlur,M,1992-06-28,68449,2001-08-06
17995,Oldrich,Vickson,F,1987-01-05,68447,2002-01-01
17511,Parke,Unno,F,1994-05-17,68438,2002-05-15
17156,Giordano,Andreotta,F,1993-10-12,68430,2001-10-10
10409,Mario,Straney,M,1997-07-09,68422,2001-09-25
14292,Susanna,Vigier,F,1985-09-16,68416,2002-02-15
13283,Unal,Liedekerke,F,1986-10-19,68415,2001-09-18
10388,Hironoby,Kaiser,M,1996-03-24,68411,2002-05-27
10457,Oddvar,Schlenzig,M,1991-11-23,68411,2001-10-22
11949,Martijn,Harbusch,M,1985-03-11,68411,2002-03-07
16766,Vatsa,Brendel,F,1990-08-20,68409,2001-08-17
11831,Udaiprakash,Billingsley,M,1993-07-18,68401,2002-07-16
16208,Kish,Krohn,F,1990-05-20,68395,2001-10-04
17998,Arumugam,Benzaken,F,1986-08-28,68377,2002-04-21
12147,Ghassan,Srimani,M,1988-06-24,68367,2002-06-21
11700,Makato,Delgrossi,F,1988-09-18,68355,2002-06-15
13303,Koldo,Rissanen,M,1994-03-21,68355,2002-02-27
16095,Yurij,Peot,F,1993-12-22,68343,2002-06-18
15670,Kersti,Foong,M,1991-11-24,68341,2002-02-28
10799,Gad,Griswold,F,1988-06-06,68340,2002-02-26
16814,Abdulah,Waymire,F,1990-01-11,68340,2001-09-28
15387,Moon,Shiratori,F,1985-12-04,68333,2001-11-30
14112,Younwoo,McDermid,M,1996-10-05,68332,2001-11-25
10415,Mark,Coorg,M,1993-10-25,68327,2001-10-23
10929,Sumali,Arlazarov,M,1991-04-15,68325,2002-04-12
13756,Elliott,Benveniste,M,1990-01-24,68320,2002-01-21
16236,Chanjung,Plessier,M,1989-03-06,68287,2001-11-18
13135,Ramya,Peternell,F,1994-08-10,68282,2002-05-24
16727,Saniya,Codenie,M,1987-09-24,68282,2001-09-20
15007,Visit,Sridhar,M,1998-03-15,68277,2001-08-21
14645,Laurentiu,Glinert,F,1987-05-01,68273,2002-04-27
17445,Sreekrishna,Perry,M,1988-08-04,68271,2002-08-01
13798,Khosrow,Tischendorf,F,1991-02-17,68266,2002-02-14
14833,Jaques,Welham,M,1985-09-06,68265,2002-06-12
14434,Elvis,Maginnis,M,1987-11-27,68263,2001-09-18
13148,Cordelia,Azulay,M,1987-10-05,68262,2001-10-01
12080,Panayotis,Feinberg,M,1993-05-17,68259,2002-05-15
15003,Sachar,Androutsos,M,1988-04-05,68257,2002-04-01
16544,Xiaoshan,Schaap,M,1991-03-22,68255,2002-03-31
11772,Gaurav,Penz,F,1987-12-04,68240,2001-11-06
11086,Yishai,Dalphin,M,1988-03-03,68236,2002-01-17
18199,Teruyuki,Sridhar,M,1990-01-01,68235,2001-12-29
13723,Magy,Schnelling,F,1992-08-11,68230,2001-09-11
12780,Premal,Puppo,M,1987-10-21,68225,2001-10-17
18025,Mitchel,Porenta,M,1990-09-03,68223,2001-12-10
13398,Fuqing,Valette,M,1986-03-10,68219,2002-03-06
10448,Phule,Oxenboll,F,1992-03-12,68210,2002-03-10
12731,Yongmao,Waymire,F,1988-04-05,68205,2002-04-01
17484,Janche,Jakobus,M,1993-08-25,68197,2001-11-26
13777,Nidapan,Range,M,1997-11-16,68196,2001-11-15
13907,Lijia,Demos,M,1988-03-05,68179,2002-03-02
16507,Yongmao,Gecsel,M,1992-01-07,68174,2002-01-04
15897,Menkae,Perez,M,1995-01-20,68173,2002-01-05
15019,Qingxiang,Shokrollahi,F,1988-11-02,68156,2001-10-30
13891,Mokhtar,Parascandalo,M,1995-08-07,68153,2002-04-04
18070,Eckart,Melichar,M,1986-02-03,68151,2002-01-30
15033,Junichi,Thambidurai,M,1985-06-04,68137,2002-05-31
11380,Kenroku,Pelc,M,1988-03-03,68134,2002-04-16
13803,Matk,Chiodo,M,1988-10-24,68113,2001-10-21
13311,Remmert,Trumbly,F,1990-08-26,68107,2001-08-23
14864,Yannis,Hebert,M,1988-02-15,68100,2002-02-11
17845,Venkatesan,Besancenot,M,1992-04-23,68098,2002-04-21
16008,Xiaoqiang,Skafidas,F,1990-09-03,68091,2002-07-06
13245,Jaewon,Pelz,M,1990-03-25,68081,2002-03-22
11466,Naftali,Koshino,F,1986-05-03,68079,2002-06-29
12230,Yuriy,Bellone,F,1994-03-02,68078,2002-04-12
11068,Honglan,Harnett,F,1989-06-29,68065,2002-06-26
17472,Murthy,Verhoeff,M,1986-07-15,68063,2001-12-06
10057,Ebbe,Callaway,F,1992-01-15,68061,2002-01-12
12391,Pranav,Bazelow,F,1991-09-03,68061,2001-08-31
14659,Sashi,Adachi,F,1985-03-16,68055,2002-03-12
13719,Hugh,Porotnikoff,F,1990-07-06,68051,2001-09-21
12428,Tokuyasu,Plavsic,F,1985-09-23,68046,2002-06-18
18188,Jagoda,Joslin,M,1990-05-07,68039,2002-05-04
17426,Sigeru,Cyne,M,1985-08-19,68028,2001-10-22
14449,Isaac,Muntz,F,1986-11-08,68025,2001-08-08
16603,Adil,Wegerle,F,1990-10-03,68023,2001-09-30
12919,Owen,Cooley,M,1988-07-15,68014,2002-02-13
16825,Ziyad,Perri,F,1986-12-05,68010,2001-12-01
13064,Kshitij,Haldar,F,1997-01-21,68006,2002-01-20
15485,Sadun,Comellas,M,1988-11-07,67985,2001-11-04
12198,Shai,Huxford,M,1986-05-04,67982,2002-04-30
11896,Shaunak,Benzmuller,M,1990-07-04,67976,2002-07-01
17913,Kotesh,Peck,F,1989-01-30,67953,2002-07-04
11888,Badri,Azulay,M,1994-11-28,67952,2001-11-26
14929,Mads,Hanratty,M,1988-09-17,67938,2001-09-14
12714,Sverrir,Zeilberger,M,1985-04-01,67931,2002-06-23
18020,Adhemar,Pelz,F,1986-03-31,67929,2002-03-27
11972,Sibyl,Beausoleil,F,1990-10-07,67924,2002-04-23
10246,Basem,Teitelbaum,M,1987-07-12,67906,2002-01-29
12924,Gritta,McDermid,M,1991-01-16,67905,2002-01-13
16356,Sibyl,Woycyznski,F,1988-12-05,67900,2001-12-02
15267,Zita,Streng,F,1988-01-05,67895,2002-01-26
10272,Yishai,Cannane,M,1988-05-23,67888,2001-10-22
12019,Mads,Ossenbruggen,M,1986-02-17,67883,2002-02-13
16857,Radhia,Cusworth,M,1990-09-16,67882,2001-09-13
17935,Eishiro,Keohane,F,1994-01-05,67882,2002-01-03
18207,Toshimitsu,Eppinger,M,1986-04-06,67865,2002-04-02
15866,Angel,Seiwald,M,1986-10-03,67854,2001-09-29
15117,Yoshinari,Limongiello,M,1987-10-09,67853,2001-11-11
10728,Ugo,Maliniak,F,1989-12-09,67848,2001-12-06
16505,Tzvetan,Huttel,M,1989-03-18,67846,2001-12-25
17792,Goncalo,Ermel,M,1995-09-26,67833,2001-09-24
11062,Shay,Rettelbach,F,1990-10-18,67828,2001-10-15
11489,Sandeepan,Yeung,M,1988-01-13,67828,2002-03-21
11200,Renny,Junet,F,1988-06-28,67824,2002-04-05
15456,Matt,Granlund,M,1987-08-17,67814,2002-05-21
12980,Jayson,Delgrange,M,1988-02-05,67795,2002-02-01
10137,Maren,Hutton,M,1985-02-18,67794,2002-02-14
13352,Constantino,Rodiger,M,1988-03-08,67793,2002-03-05
17787,Gila,Clouatre,M,1986-09-06,67790,2001-09-02
16434,Zhiwei,Murtagh,F,1994-06-25,67777,2002-06-20
14961,Przemyslawa,Shinomoto,F,1990-04-21,67773,2002-04-18
11067,Vatsa,Rousseau,F,1987-05-10,67772,2002-02-20
17382,Rosalyn,Kragelund,M,1991-07-01,67765,2002-05-16
12219,Junsik,Gadepally,F,1993-12-27,67747,2002-06-11
17872,Mayumi,Alvarado,M,1991-10-23,67745,2001-10-20
13629,Dzung,Trelles,M,1987-01-03,67743,2001-12-30
13673,Kish,Levasseur,F,1992-09-18,67743,2001-08-15
16633,Baoqiu,Erie,M,1986-02-03,67740,2002-07-04
14021,Golgen,Langford,F,1988-01-07,67725,2002-01-03
13745,Ung,Camurati,M,1989-10-23,67705,2001-10-20
13091,Anneli,Schusler,M,1994-04-09,67704,2002-04-06
16768,Elvia,Auyong,M,1992-11-21,67693,2001-11-19
13017,Jouko,Ratnaker,M,1991-06-07,67690,2002-06-04
17879,Bartek,Conti,M,1985-08-21,67681,2002-07-16
15069,Manton,Siksek,M,1987-08-05,67679,2002-08-01
11673,Henk,Felder,F,1988-10-13,67677,2002-06-07
17333,Snehasis,Lanzelotte,F,1992-07-11,67672,2002-07-09
10163,Karsten,Szmurlo,M,1989-07-19,67661,2002-01-30
13944,Takahito,Maierhofer,M,1989-01-18,67660,2001-09-14
13005,Gilbert,Kobara,F,1986-12-08,67645,2001-12-04
11773,Naftaly,Lorys,M,1987-10-31,67644,2002-05-26
10238,Mototsugu,Gire,F,1986-11-19,67630,2002-03-29
18155,Dayanand,Danlos,M,1988-04-15,67620,2002-04-12
10128,Babette,Lamba,F,1988-06-06,67619,2002-06-03
11617,Masaki,Peroz,F,1987-06-29,67611,2002-03-17
12179,Arto,Koshino,F,1994-02-12,67594,2002-02-10
16081,Conal,Senzako,M,1989-07-13,67584,2002-07-10
11929,Kendra,Beeson,F,1989-04-12,67573,2002-04-09
10691,Denny,Setia,M,1989-09-17,67546,2001-09-14
18119,Patricia,Masada,M,1989-11-07,67539,2002-02-22
16438,Abdulla,Demeyer,M,1985-05-17,67538,2002-04-05
11258,Aris,Maccarone,F,1991-03-28,67532,2002-03-25
12633,Garnik,Castellani,F,1990-04-04,67532,2002-07-10
14681,Jaihie,Suermann,F,1996-07-04,67529,2001-12-21
11940,Ult,Anido,F,1996-11-02,67518,2001-11-01
12781,Bogdan,Belinskaya,F,1993-03-23,67516,2001-09-05
13820,Zhensheng,Marchesini,M,1990-08-07,67506,2001-08-04
15547,Leandro,Murillo,F,1987-02-03,67502,2002-01-30
17345,Duangkaew,Strandh,M,1988-09-25,67500,2001-09-22
15937,Steen,Snyers,F,1986-04-09,67469,2002-04-05
17506,Weiyi,Vandervoorde,M,1990-07-28,67464,2002-07-25
17143,Ziyad,Munke,M,1985-09-10,67456,2001-09-06
17147,Raimond,Luft,M,1988-12-12,67450,2001-12-09
13524,Chaoyi,Porotnikoff,F,1985-07-27,67439,2001-10-26
16245,Mikhail,Collette,F,1992-04-19,67430,2001-10-23
13725,Ramalingam,Yamaashi,M,1989-11-25,67429,2001-11-22
13475,Kamakshi,Piancastelli,F,1990-04-14,67421,2002-05-25
10508,Kotesh,Liedekerke,M,1991-05-01,67407,2002-04-28
13103,Srinidhi,Ellozy,F,1988-06-19,67402,2002-06-16
14058,Huai,Kobara,M,1995-10-20,67401,2001-10-18
14025,Stevo,Takanami,F,1998-01-30,67399,2001-08-07
13713,Nitsan,Porenta,M,1990-05-14,67396,2002-06-03
13838,Giao,Stellhorn,M,1989-03-01,67392,2002-02-26
15482,Jixiang,Gyorkos,F,1989-12-23,67383,2001-12-20
11216,Utz,Perng,M,1991-06-11,67382,2002-05-02
12071,Udi,Barinka,F,1990-09-17,67378,2001-09-14
15852,Nathalie,Bonifati,M,1988-06-01,67378,2002-05-29
13230,Stein,Zizka,F,1993-03-24,67375,2002-03-22
13794,Hilari,Rosti,F,1987-02-09,67371,2001-08-30
13250,Zeydy,Schusler,M,1985-11-19,67356,2001-10-25
10788,Frazer,Ullian,M,1993-12-13,67353,2002-05-28
16744,George,Setiz,M,1990-08-10,67342,2002-03-23
12475,Filipe,Roison,M,1987-04-26,67335,2002-04-22
17716,Josyula,Vitiello,M,1988-09-24,67329,2001-09-21
15490,Guenter,Renear,F,1986-03-15,67325,2001-11-07
15600,Mack,Perna,M,1985-04-26,67316,2002-04-22
11457,Marl,Vesna,M,1991-02-10,67303,2002-02-07
15797,Qingxiang,Rosis,M,1991-04-24,67298,2002-04-21
14166,Itzchak,Speer,F,1988-02-07,67281,2002-02-03
11869,Fumino,Luca,F,1996-08-12,67272,2001-08-11
14568,Baoqiu,Kakkad,F,1989-05-07,67266,2002-05-04
15094,Seongbae,Bottner,F,1989-07-15,67263,2002-05-27
16892,Xiadong,Matzov,M,1987-08-15,67259,2001-08-11
13337,Kamakshi,Hanratty,M,1989-03-05,67253,2002-03-02
10337,Jeong,Sadowsky,M,1995-08-06,67239,2002-04-24
10572,Cordelia,Axelband,M,1988-02-16,67235,2002-02-12
10645,Fumiyo,Esposito,M,1988-03-01,67234,2002-02-26
10079,Kshitij,Gils,F,1986-03-27,67231,2001-12-11
17288,Conrado,Lubachevsky,F,1987-06-05,67215,2002-06-01
17150,Sachar,Maginnis,M,1990-05-29,67213,2002-05-26
17108,Jaques,Denny,M,1986-05-14,67208,2001-12-31
13408,Sreekrishna,Lagarias,M,1986-04-26,67204,2002-07-23
11952,Mayuko,Munro,F,1995-12-19,67197,2001-12-17
16346,Mrinalini,Snedden,M,1990-06-04,67197,2002-03-17
11340,Aris,Bala,M,1991-09-11,67194,2001-09-08
16543,Atreyi,Suessmith,M,1993-07-19,67192,2002-07-17
16917,Olivera,Peron,F,1993-11-27,67186,2002-02-01
14715,Chuanyi,Knightly,F,1998-05-22,67173,2002-05-21
13697,Shuichi,Weedon,M,1985-06-20,67172,2002-06-16
15945,Hauke,Larfeldt,M,1986-11-15,67172,2001-11-14
13400,Shaw,Frezza,F,1987-03-13,67163,2002-05-29
10052,Heping,Nitsch,M,1988-05-21,67156,2002-01-30
13802,Saniya,Benzmuller,F,1990-10-27,67154,2001-10-24
16430,Paraskevi,Sifakis,F,1986-09-06,67146,2001-09-02
11411,Shigehito,Giaccio,F,1992-05-17,67138,2002-05-15
18028,Florina,Gimarc,M,1989-11-03,67116,2001-10-31
11971,Dhritiman,Cooke,M,1987-11-11,67112,2001-11-07
13849,Lillian,Dymetman,F,1989-04-24,67110,2002-04-21
12437,Mohammed,Cronan,M,1987-08-26,67104,2001-08-22
14877,Arto,Meriste,M,1988-06-06,67101,2002-06-03
16940,Oddvar,Speer,M,1996-09-25,67087,2001-09-24
16075,Aloke,Bashian,F,1991-04-15,67078,2002-04-12
10182,Moriyoshi,Merey,F,1990-09-02,67049,2001-08-30
10402,Volkmar,Ebeling,M,1987-01-02,67041,2001-12-29
12252,Genki,Jiang,F,1987-03-16,67038,2002-03-12
10847,Theirry,Danley,M,1986-07-25,67036,2002-07-21
13626,Subir,Rijckaert,M,1987-08-17,67036,2002-01-08
17500,Jinya,Bratsberg,M,1988-09-25,67029,2001-09-22
12350,Somnath,Swan,M,1993-05-07,67021,2001-08-24
17316,Krassimir,Zolotykh,M,1995-06-27,67010,2002-01-20
14869,Mayuko,Redmiles,M,1991-08-19,66998,2001-08-16
14165,Aloke,Cunliffe,M,1989-07-21,66988,2002-07-18
13036,Idoia,Heystek,M,1997-03-30,66985,2002-04-22
15989,Nobuyoshi,Nannarelli,M,1990-10-06,66985,2002-07-06
12447,Bernice,Huxford,M,1985-02-10,66978,2002-02-06
16102,Yagil,Duclos,F,1991-08-21,66975,2001-08-18
14571,Shooichi,Pavlopoulou,F,1992-07-26,66969,2001-09-12
14843,Yaghout,Swick,M,1986-06-23,66962,2002-06-19
17220,Lorien,Panwar,F,1988-11-14,66957,2002-01-01
12207,Radoslaw,Menyhert,M,1986-06-08,66955,2002-06-04
13051,Gad,Feinberg,F,1993-12-11,66945,2001-12-09
14472,Chinho,Leuchs,M,1988-11-26,66944,2001-11-23
16259,Lidong,Wolniewicz,F,1998-10-08,66932,2002-03-29
15192,Felicidad,Goodrum,F,1989-04-24,66929,2002-04-21
12007,Marko,Dehkordi,M,1989-05-17,66927,2002-05-14
16880,Honesty,Bresenham,M,1986-08-24,66927,2001-08-20
10588,Shigeo,Dulay,F,1987-01-28,66926,2002-07-22
16427,Denny,Danecki,F,1991-07-19,66905,2002-07-16
17181,Weiyi,Pepe,M,1989-11-19,66904,2001-08-29
13468,Seshu,Erbe,F,1988-02-06,66899,2002-05-13
12897,Gaurav,Zhiwei,F,1985-08-24,66894,2001-09-21
15324,Ziya,Lunn,M,1988-10-10,66887,2002-03-23
12866,Jaroslava,Argence,M,1986-10-04,66886,2002-01-24
11279,Masanao,Ranft,M,1989-08-01,66884,2002-02-02
11350,Zito,Moehrke,M,1985-07-21,66878,2002-07-17
11014,Baoqiu,Vecchi,M,1994-08-23,66869,2001-08-21
14269,Avishai,Chiola,F,1987-03-27,66866,2002-03-30
15769,Pranay,Oskamp,M,1986-06-16,66866,2002-06-19
14799,Mrinalini,Ponthieu,M,1986-06-07,66854,2002-06-07
17876,Perla,Schueller,F,1987-12-19,66850,2001-08-12
16697,Rasikan,Kavraki,F,1990-04-29,66849,2002-04-26
10494,Yakkov,Servieres,F,1986-01-18,66837,2001-12-15
10121,Guoxiang,Ramsay,M,1989-05-03,66834,2002-04-30
16352,JiYoung,Kushnir,M,1994-10-05,66832,2001-10-03
16793,Karoline,Buchter,M,1989-12-23,66830,2002-01-02
11268,Aimee,Petersohn,F,1985-05-17,66827,2001-10-21
10790,Yurij,Schonegge,M,1990-07-03,66822,2002-03-01
16719,Sasan,Benantar,M,1986-03-25,66804,2002-04-22
10092,Valdiodio,Niizuma,F,1989-09-22,66803,2002-04-21
13797,Juyoung,Leonhardt,M,1991-07-01,66789,2002-04-11
11733,Leszek,Sudbeck,F,1992-01-12,66778,2002-01-09
18011,Aram,Peek,M,1993-11-01,66778,2001-08-26
11713,Danel,Heusch,M,1994-10-04,66766,2001-10-02
13317,Iara,Magliocco,F,1987-03-14,66745,2001-10-01
13440,Lidong,Glowinski,M,1989-03-03,66742,2002-02-28
12477,Chiranjit,Chleq,F,1991-03-15,66730,2002-06-22
10531,Oguz,Gimbel,F,1991-02-20,66726,2002-03-14
11262,Bokyung,Melski,M,1994-04-30,66717,2002-04-28
15624,Marit,Codenie,F,1986-03-15,66711,2002-05-23
17286,Arunachalam,Ermel,F,1989-07-07,66702,2002-07-04
14218,Heeju,Beznosov,M,1989-06-08,66696,2002-06-05
12659,Abdulla,Fontan,M,1996-05-26,66679,2002-03-22
12695,Lubomir,Crelier,M,1986-07-23,66671,2002-07-19
18002,Munehiko,Kisuki,F,1987-01-30,66668,2002-01-26
18042,Goh,Osgood,M,1987-07-04,66662,2002-06-30
11236,Marek,Orlowska,M,1994-03-24,66648,2002-03-21
13462,Masasuke,Suwa,F,1985-05-24,66648,2002-06-07
12608,Nectarios,Mondadori,M,1985-06-23,66620,2002-02-19
14340,Vitaly,Wixon,M,1985-04-03,66616,2001-12-15
15112,Anyuan,Heyers,M,1990-06-10,66616,2002-06-07
15489,Ayonca,Maksimenko,M,1993-04-12,66603,2002-07-05
11109,Chinho,Stamatiou,M,1985-03-29,66599,2002-03-25
14457,Erez,Wynblatt,F,1993-02-20,66597,2002-06-13
14400,Masanao,Kumaresan,M,1994-04-15,66596,2002-04-13
18037,Kwangsub,Takanami,F,1985-11-09,66589,2002-03-02
13806,Abdelwaheb,Nitsch,M,1988-02-17,66586,2002-02-02
15934,Kensyu,Shinomoto,F,1985-11-21,66584,2001-08-18
12094,Weiru,Pearson,F,1989-04-27,66582,2002-04-24
17455,Yefim,Mondadori,M,1989-06-20,66577,2002-06-17
18219,Katsuyuki,Swiler,M,1993-07-25,66574,2002-04-06
15845,Achilleas,Felcyn,F,1991-06-03,66569,2002-02-04
17958,Ramachenga,Turnbull,F,1990-02-25,66564,2002-02-22
17821,Irena,Merks,F,1990-03-13,66560,2002-03-07
11948,Yahiko,Nergos,F,1990-01-12,66558,2002-05-08
16249,Yagil,Kusakari,F,1989-06-27,66557,2001-10-30
13569,Mostafa,Feldmann,M,1991-01-04,66544,2002-01-21
14502,Abdulla,Simkin,F,1992-05-10,66543,2002-05-08
14494,Yannis,Azadmanesh,M,1990-08-11,66541,2001-08-08
15557,Subhrajyoti,Krichel,M,1996-08-03,66538,2002-01-22
10622,Turgut,Narlikar,M,1989-01-28,66534,2002-05-12
13497,Kazuhira,Spelt,F,1992-10-26,66529,2001-10-24
14394,Kinh,Zaumen,F,1991-10-30,66520,2001-10-27
10851,Piyawadee,Copas,M,1994-11-21,66516,2001-11-19
12381,Amalendu,Klerer,M,1989-06-24,66513,2002-06-21
11496,Toshimo,Marakhovsky,F,1986-04-14,66512,2002-07-07
18032,Hyuckchul,Ladret,M,1992-01-26,66512,2002-01-23
11184,Masoud,Theuretzbacher,M,1985-04-27,66502,2002-04-23
18016,Somnath,Kaminger,M,1987-11-29,66496,2001-09-01
15126,Khatoun,Zeidenstein,F,1991-01-12,66488,2002-01-09
15075,Radoslaw,Rijsenbrij,M,1986-04-24,66482,2002-04-20
17035,Eldridge,Eiter,M,1986-01-20,66476,2002-06-04
10349,Oksana,Brodie,F,1991-09-28,66474,2001-09-25
13089,Fumiko,Viele,M,1992-08-24,66465,2001-12-27
14694,Nigel,Suessmith,F,1987-08-30,66446,2002-06-25
17449,Shaw,Isaac,M,1992-05-08,66424,2002-05-06
18103,Herbert,Fendler,M,1985-02-14,66424,2002-01-16
10155,Adas,Nastansky,M,1990-01-05,66419,2002-01-02
11487,Arumugam,Cairo,M,1993-07-09,66415,2001-10-13
10866,Fayez,Yeung,F,1990-12-27,66411,2001-12-24
14745,Dines,Penttonen,M,1993-01-14,66410,2002-01-12
12529,Mang,Anido,M,1987-01-17,66408,2001-11-06
12989,Kendra,Bugrara,F,1985-10-15,66406,2002-07-13
12153,Tremaine,Kroha,F,1989-07-22,66405,2001-09-02
16291,Surveyors,Kuszyk,F,1992-06-26,66396,2002-03-26
12225,Yongqiao,Narahara,F,1986-06-15,66375,2002-01-26
11361,Zhonghui,Birdsall,M,1987-08-03,66364,2002-07-30
10943,Berna,Skafidas,M,1988-02-19,66362,2002-05-20
17000,Atilio,Kugler,F,1987-12-24,66360,2001-12-17
17898,Lijia,Cooley,F,1996-05-29,66354,2001-09-28
13150,Mahmut,Stavenow,M,1991-06-15,66346,2002-06-12
17782,Ugo,Improta,M,1993-07-09,66339,2002-07-07
16405,Demos,Worfolk,M,1997-06-22,66338,2001-11-18
14675,Teunis,Angel,F,1988-09-25,66333,2001-09-22
10843,Honesty,Smeets,M,1990-04-26,66330,2002-04-23
11766,Nimmagadda,Berztiss,F,1987-10-27,66326,2001-10-23
13145,Mayumi,Baer,M,1989-05-19,66325,2002-05-16
10026,Yongqiao,Berztiss,M,1995-03-20,66313,2002-03-18
14410,Chuanti,Emden,F,1990-02-22,66307,2002-02-19
13385,Claudi,Buchter,M,1986-06-10,66298,2002-06-06
11292,Souichi,Sichman,F,1989-02-11,66289,2002-02-08
11555,Kotesh,Perfilyeva,M,1986-10-14,66287,2001-10-10
14952,Raimond,Gornas,M,1985-05-24,66276,2001-08-14
16552,Susanna,Range,M,1991-02-03,66268,2002-01-31
12288,Paddy,Bodoff,F,1986-04-25,66239,2002-05-05
15523,Isaac,Veevers,M,1991-07-02,66239,2002-06-29
13875,Genta,Manders,M,1992-01-21,66238,2002-01-18
11751,Jiafu,Emiris,M,1988-11-03,66237,2001-10-31
14114,Richara,Demian,F,1991-01-09,66231,2001-11-07
13625,Muzhong,Thiran,F,1989-07-03,66219,2002-04-17
13302,Mack,Alencar,F,1987-04-19,66216,2001-09-23
15169,Sanjoy,Matteis,M,1999-05-25,66206,2001-09-09
10634,Nahid,Chepyzhov,M,1990-11-11,66194,2001-11-08
10264,Nalini,Kawashimo,F,1997-07-16,66168,2002-07-15
13160,Shigeo,Gomatam,F,1994-05-12,66167,2002-05-19
17463,Tremaine,Lamparter,F,1990-10-29,66167,2001-10-26
13562,Mary,Cooley,M,1986-02-24,66160,2002-02-20
18241,Lillian,Schnabel,F,1986-05-23,66157,2001-09-11
17458,Suzette,Munro,F,1990-01-18,66156,2002-01-15
13183,Shaw,Smailagic,F,1985-11-23,66139,2001-11-19
16830,Sarita,Gruenwald,M,1989-06-03,66139,2002-05-31
13628,Dipankar,Pfau,F,1985-02-22,66137,2002-03-13
17963,Danil,Gecsel,M,1998-05-16,66136,2002-05-15
17714,Udaiprakash,Zastre,F,1987-02-02,66128,2001-08-30
12535,Kazuhiko,Bergere,M,1986-03-16,66126,2002-02-19
