emp_no,first_name,last_name,gender,title,from_date,to_date,years_in_title,title_sequence
24646,Patricia,Takkinen,M,Staff,1988-12-19,1995-12-20,7.0,1
24646,Patricia,Takkinen,M,"Senior Staff",1995-12-20,9999-01-01,6.61,2
24647,Chinya,Merro,M,"Senior Engineer",1989-07-09,9999-01-01,13.06,1
24648,Gao,Provine,F,Engineer,1985-11-03,1992-11-03,7.0,1
24648,Gao,Provine,F,"Senior Engineer",1992-11-03,9999-01-01,9.74,2
24649,Shir,Bharadwaj,F,Staff,1992-06-28,2001-06-28,9.0,1
24649,Shir,Bharadwaj,F,"Senior Staff",2001-06-28,9999-01-01,1.09,2
24650,Arvin,Gornas,M,Engineer,1987-01-31,1995-01-31,8.0,1
24650,Arvin,Gornas,M,"Senior Engineer",1995-01-31,9999-01-01,7.5,2
24651,Karlis,Zastre,F,Staff,1996-04-18,2001-04-18,5.0,1
24651,Karlis,Zastre,F,"Senior Staff",2001-04-18,9999-01-01,1.29,2
24652,Keung,Haddadi,F,"Assistant Engineer",1999-12-04,9999-01-01,2.66,1
24653,Shih,Anandan,M,Staff,1998-09-10,9999-01-01,3.89,1
24654,Valdiodio,Snedden,M,Staff,1998-08-17,1998-12-10,0.31,1
24655,Miquel,Yeung,M,Staff,1988-07-21,1997-07-21,9.0,1
24655,Miquel,Yeung,M,"Senior Staff",1997-07-21,9999-01-01,5.03,2
24656,Shirish,Weedon,M,Engineer,1998-10-30,9999-01-01,3.75,1
24657,Berna,Silva,M,Engineer,1990-01-26,1997-01-26,7.0,1
24657,Berna,Silva,M,"Senior Engineer",1997-01-26,9999-01-01,5.51,2
24658,Vasiliy,Rattan,M,"Senior Staff",1998-06-27,9999-01-01,4.1,1
24659,Maik,Unno,M,"Senior Staff",1989-08-15,9999-01-01,12.96,1
24660,Narain,Nyanchama,M,Staff,1995-06-16,9999-01-01,7.13,1
24661,Michaela,Chleq,M,"Assistant Engineer",2000-01-30,2000-05-19,0.3,1
24662,Djelloul,Wilharm,F,Staff,1994-03-10,2000-03-09,6.0,1
24662,Djelloul,Wilharm,F,"Senior Staff",2000-03-09,9999-01-01,2.4,2
24663,Arlette,Masada,M,Engineer,1989-08-20,1995-08-20,6.0,1
24663,Arlette,Masada,M,"Senior Engineer",1995-08-20,9999-01-01,6.95,2
24664,Maha,Marchesini,M,Staff,1995-08-07,9999-01-01,6.98,1
24665,Shaowei,Cannata,F,Staff,1995-09-20,9999-01-01,6.86,1
24666,Leif,Birsak,F,"Senior Staff",1998-03-31,9999-01-01,4.34,1
24667,Alain,Avouris,F,Engineer,1994-07-23,1995-04-01,0.69,1
24668,Shuky,Kranzdorf,M,"Technique Leader",1985-09-12,9999-01-01,16.88,1
24669,Flemming,McFarlin,F,"Assistant Engineer",1989-05-12,1998-05-12,9.0,1
24669,Flemming,McFarlin,F,Engineer,1998-05-12,9999-01-01,4.22,2
24670,Claudi,Coorg,M,Engineer,1995-06-15,2001-06-14,6.0,1
24670,Claudi,Coorg,M,"Senior Engineer",2001-06-14,9999-01-01,1.13,2
24671,Naraig,Hiltgen,M,Engineer,1997-03-12,2001-11-27,4.71,1
24672,Babette,Cooke,M,Engineer,1994-06-30,2002-06-30,8.0,1
24672,Babette,Cooke,M,"Senior Engineer",2002-06-30,9999-01-01,0.09,2
24673,Kasturi,Gopalakrishnan,F,"Senior Staff",1985-11-06,1986-03-05,0.33,1
24674,Karoline,Baranowski,M,"Senior Engineer",1988-12-28,9999-01-01,13.59,1
24675,Arumugam,Vieri,F,Staff,1986-02-18,1992-02-18,6.0,1
24675,Arumugam,Vieri,F,"Senior Staff",1992-02-18,9999-01-01,10.45,2
24676,Roddy,Bolotov,F,Staff,1991-08-10,2000-08-09,9.0,1
24676,Roddy,Bolotov,F,"Senior Staff",2000-08-09,9999-01-01,1.98,2
24677,Boaz,Escriba,M,Staff,1985-06-28,1990-06-28,5.0,1
24677,Boaz,Escriba,M,"Senior Staff",1990-06-28,9999-01-01,12.09,2
24678,Rance,Gecsel,M,Engineer,1995-06-18,9999-01-01,7.12,1
24679,Chiranjit,Ratnakar,M,Staff,1985-08-24,1993-08-24,8.0,1
24679,Chiranjit,Ratnakar,M,"Senior Staff",1993-08-24,1998-03-30,4.6,2
24680,Garnet,Takkinen,M,"Senior Engineer",1999-12-18,9999-01-01,2.62,1
24681,Zhensheng,Aingworth,M,Staff,1987-10-08,1993-10-07,6.0,1
24681,Zhensheng,Aingworth,M,"Senior Staff",1993-10-07,9999-01-01,8.82,2
24682,Nigel,Ginesta,M,Staff,1999-02-26,9999-01-01,3.43,1
24683,Leni,Unno,M,Engineer,1994-05-07,1996-11-21,2.54,1
24684,Abdelaziz,Junet,M,Engineer,1989-04-10,1994-04-10,5.0,1
24684,Abdelaziz,Junet,M,"Senior Engineer",1994-04-10,9999-01-01,8.31,2
24685,Yefim,Borstler,M,"Senior Staff",1999-09-22,9999-01-01,2.86,1
24686,Naftaly,Jumpertz,F,Staff,1994-12-03,2001-12-03,7.0,1
24686,Naftaly,Jumpertz,F,"Senior Staff",2001-12-03,9999-01-01,0.66,2
24687,Bezalel,McDermid,F,Staff,1997-10-21,9999-01-01,4.78,1
24688,Sailaja,Docker,M,Engineer,1989-04-19,1997-07-13,8.23,1
24689,Sakthirel,Scharstein,F,Staff,1997-05-02,2002-05-02,5.0,1
24689,Sakthirel,Scharstein,F,"Senior Staff",2002-05-02,9999-01-01,0.25,2
24690,Eldridge,Ghazalie,F,"Senior Staff",1987-01-01,9999-01-01,15.58,1
24691,Navid,Basawa,M,Staff,1995-04-18,9999-01-01,7.29,1
24692,Shaw,Janetzko,M,Engineer,1994-10-31,9999-01-01,7.75,1
24693,Ayakannu,Kitai,M,Staff,1992-08-27,2000-08-27,8.0,1
24693,Ayakannu,Kitai,M,"Senior Staff",2000-08-27,9999-01-01,1.93,2
24694,Fusako,Matzov,M,Staff,1993-01-18,1998-01-18,5.0,1
24694,Fusako,Matzov,M,"Senior Staff",1998-01-18,9999-01-01,4.53,2
24695,Conal,Michaels,F,"Technique Leader",1998-09-14,2001-06-07,2.73,1
24696,Ohad,Munoz,F,"Senior Engineer",1988-09-30,9999-01-01,13.83,1
24697,Francoise,Denti,M,"Senior Engineer",1999-04-20,9999-01-01,3.28,1
24698,Aruna,Wixon,M,"Senior Staff",1993-06-03,1997-01-11,3.61,1
24699,Alejandra,Besselaar,M,"Senior Engineer",1991-11-07,9999-01-01,10.73,1
24700,Przemyslawa,Guenter,M,Engineer,1995-04-08,2000-01-26,4.8,1
24701,Raimond,Zeleznik,F,Staff,1993-07-02,2001-07-02,8.0,1
24701,Raimond,Zeleznik,F,"Senior Staff",2001-07-02,9999-01-01,1.08,2
24702,Yishay,Einsfeld,M,"Senior Staff",1995-06-09,9999-01-01,7.15,1
24703,Richard,Vecchio,M,Staff,1986-07-25,1995-07-25,9.0,1
24703,Richard,Vecchio,M,"Senior Staff",1995-07-25,9999-01-01,7.02,2
24704,Toshimitsu,Kriebel,M,Engineer,1993-01-12,1998-01-12,5.0,1
24704,Toshimitsu,Kriebel,M,"Senior Engineer",1998-01-12,9999-01-01,4.55,2
24705,Luisa,Jervis,M,Staff,1993-01-02,1998-01-02,5.0,1
24705,Luisa,Jervis,M,"Senior Staff",1998-01-02,9999-01-01,4.58,2
24706,Kristin,Middleton,F,Staff,1990-12-31,1998-01-02,7.01,1
24707,Mabo,Rosis,M,"Senior Staff",1992-07-20,9999-01-01,10.03,1
24708,Constantine,Merro,M,"Senior Staff",1991-02-04,9999-01-01,11.49,1
24709,Yuuichi,Swab,M,"Senior Staff",1986-04-26,9999-01-01,16.27,1
24710,Shietung,Ibel,M,"Senior Staff",1998-05-23,1999-01-05,0.62,1
24711,Gritta,Melton,M,Staff,1996-05-25,2001-05-25,5.0,1
24711,Gritta,Melton,M,"Senior Staff",2001-05-25,9999-01-01,1.19,2
24712,Zhiwei,Speer,M,"Senior Staff",1996-02-13,9999-01-01,6.46,1
24713,Zhilian,Merey,M,Engineer,1989-11-10,1996-11-10,7.0,1
24713,Zhilian,Merey,M,"Senior Engineer",1996-11-10,2000-08-28,3.8,2
24714,Kasidit,Hellwagner,F,Engineer,1990-08-15,1997-08-15,7.0,1
24714,Kasidit,Hellwagner,F,"Senior Engineer",1997-08-15,1999-02-05,1.48,2
24715,Kerhong,Kamber,M,Engineer,1991-01-05,1999-01-05,8.0,1
24715,Kerhong,Kamber,M,"Senior Engineer",1999-01-05,9999-01-01,3.57,2
24716,Candido,VanScheik,F,"Senior Staff",1985-08-11,9999-01-01,16.97,1
24717,Cheong,Keirsey,F,Engineer,1996-04-25,9999-01-01,6.27,1
24718,Shahar,Castellani,M,Staff,1987-10-26,1996-10-25,9.0,1
24718,Shahar,Castellani,M,"Senior Staff",1996-10-25,9999-01-01,5.77,2
24719,Khalid,Bugrara,M,Staff,1995-07-15,2002-07-15,7.0,1
24719,Khalid,Bugrara,M,"Senior Staff",2002-07-15,9999-01-01,0.05,2
24720,Owen,Zirintsis,F,Engineer,1999-10-17,9999-01-01,2.79,1
24721,Bernt,Ranze,M,Staff,1997-10-18,2000-11-16,3.08,1
24722,Aloke,Kobara,M,Staff,1995-08-23,2000-08-22,5.0,1
24722,Aloke,Kobara,M,"Senior Staff",2000-08-22,9999-01-01,1.94,2
24723,Kyoichi,Penn,M,Engineer,1991-12-30,1998-12-30,7.0,1
24723,Kyoichi,Penn,M,"Senior Engineer",1998-12-30,9999-01-01,3.59,2
24724,Heather,Werthner,F,"Senior Engineer",1999-03-02,9999-01-01,3.42,1
24725,Yechezkel,Openshaw,M,"Senior Staff",1988-06-01,9999-01-01,14.17,1
24726,Rance,Blokdijk,M,Engineer,1994-08-09,9999-01-01,7.98,1
24727,Akeno,Gecseg,M,"Assistant Engineer",1988-12-14,1997-12-14,9.0,1
24727,Akeno,Gecseg,M,Engineer,1997-12-14,9999-01-01,4.63,2
24728,Margo,Trumbly,M,"Senior Engineer",1990-06-10,9999-01-01,12.14,1
24729,Nevio,Frezza,M,Staff,1996-08-13,1999-10-29,3.21,1
24730,Lillian,Norsworthy,F,Staff,1997-05-23,9999-01-01,5.19,1
24731,Masasuke,Horswill,F,Staff,1999-01-01,9999-01-01,3.58,1
24732,Fatemeh,Verhoeff,M,Engineer,1995-09-06,2001-09-05,6.0,1
24732,Fatemeh,Verhoeff,M,"Senior Engineer",2001-09-05,9999-01-01,0.9,2
24733,Cordelia,Zwicker,F,Staff,1988-10-18,1995-10-19,7.0,1
24733,Cordelia,Zwicker,F,"Senior Staff",1995-10-19,9999-01-01,6.78,2
24734,Kwun,Poujol,M,Engineer,1997-02-19,2002-02-15,4.99,1
24735,Mori,Chiodo,F,Staff,1996-04-09,2001-04-09,5.0,1
24735,Mori,Chiodo,F,"Senior Staff",2001-04-09,9999-01-01,1.31,2
24736,Janche,Azevdeo,M,"Senior Engineer",1998-01-14,9999-01-01,4.54,1
24737,Saeko,Ouhyoung,M,Staff,1986-11-20,1994-11-20,8.0,1
24737,Saeko,Ouhyoung,M,"Senior Staff",1994-11-20,9999-01-01,7.7,2
24738,Minghong,Schlegelmilch,F,Staff,1999-07-10,9999-01-01,3.06,1
24739,Feiyu,Comellas,M,Staff,1986-12-31,1991-12-31,5.0,1
24739,Feiyu,Comellas,M,"Senior Staff",1991-12-31,9999-01-01,10.58,2
24740,Kellyn,Penz,F,Staff,1987-05-06,1993-05-05,6.0,1
24740,Kellyn,Penz,F,"Senior Staff",1993-05-05,9999-01-01,9.24,2
24741,Mara,Bruckman,F,Staff,1989-01-04,1997-01-04,8.0,1
24741,Mara,Bruckman,F,"Senior Staff",1997-01-04,9999-01-01,5.57,2
24742,Kazuhira,Lalonde,M,"Assistant Engineer",1990-04-19,1995-04-19,5.0,1
24742,Kazuhira,Lalonde,M,Engineer,1995-04-19,2000-04-18,5.0,2
24742,Kazuhira,Lalonde,M,"Senior Engineer",2000-04-18,2001-10-18,1.5,3
24743,Muneo,Azadmanesh,F,Engineer,1985-10-24,1994-10-24,9.0,1
24743,Muneo,Azadmanesh,F,"Senior Engineer",1994-10-24,9999-01-01,7.77,2
24744,Larisa,DasSarma,M,Staff,1995-03-29,2000-03-28,5.0,1
24744,Larisa,DasSarma,M,"Senior Staff",2000-03-28,9999-01-01,2.34,2
24745,Ingmar,Billingsley,F,Engineer,1988-11-03,1997-11-03,9.0,1
24745,Ingmar,Billingsley,F,"Senior Engineer",1997-11-03,9999-01-01,4.74,2
24746,Tianruo,Tsukuda,F,Staff,1987-06-27,1995-06-27,8.0,1
24746,Tianruo,Tsukuda,F,"Senior Staff",1995-06-27,9999-01-01,7.1,2
24747,Sadun,Pagter,M,Engineer,1992-08-21,2000-08-21,8.0,1
24747,Sadun,Pagter,M,"Senior Engineer",2000-08-21,9999-01-01,1.94,2
24748,Tua,Perng,F,Staff,1987-03-20,1993-03-19,6.0,1
24748,Tua,Perng,F,"Senior Staff",1993-03-19,9999-01-01,9.37,2
24749,Jayson,Esteva,M,"Assistant Engineer",1990-12-17,1998-12-17,8.0,1
24749,Jayson,Esteva,M,Engineer,1998-12-17,9999-01-01,3.62,2
24750,Gadiel,Sichman,M,Engineer,1989-03-01,1997-03-01,8.0,1
24750,Gadiel,Sichman,M,"Senior Engineer",1997-03-01,9999-01-01,5.42,2
24751,Aiman,Hainaut,M,"Senior Staff",1990-01-01,1991-08-03,1.59,1
24752,Fan,Mersereau,F,"Technique Leader",1998-02-09,9999-01-01,4.47,1
24753,Maha,Vesel,F,Staff,1991-06-11,1997-06-10,6.0,1
24753,Maha,Vesel,F,"Senior Staff",1997-06-10,9999-01-01,5.14,2
24754,Shigeaki,Bahl,F,"Technique Leader",1988-02-21,9999-01-01,14.44,1
24755,Aran,Borstler,F,Staff,1993-01-31,1999-01-31,6.0,1
24755,Aran,Borstler,F,"Senior Staff",1999-01-31,9999-01-01,3.5,2
24756,Zongyan,Tchuente,F,Staff,1993-03-09,1998-03-09,5.0,1
24756,Zongyan,Tchuente,F,"Senior Staff",1998-03-09,9999-01-01,4.4,2
24757,Prodip,Gadepally,M,"Senior Staff",1999-10-11,9999-01-01,2.81,1
24758,Bader,Bellmore,M,Staff,1994-03-28,2000-03-27,6.0,1
24758,Bader,Bellmore,M,"Senior Staff",2000-03-27,9999-01-01,2.35,2
24759,Chaosheng,Sommen,M,Staff,1985-02-02,1992-02-03,7.0,1
24759,Chaosheng,Sommen,M,"Senior Staff",1992-02-03,9999-01-01,10.49,2
24760,Herb,Peris,M,"Senior Staff",1998-11-08,1999-08-23,0.79,1
24761,Goh,Bierbaum,M,Staff,1990-07-17,1996-07-16,6.0,1
24761,Goh,Bierbaum,M,"Senior Staff",1996-07-16,9999-01-01,6.04,2
24762,Ziyad,Merlo,M,Staff,1993-04-11,2001-04-11,8.0,1
24762,Ziyad,Merlo,M,"Senior Staff",2001-04-11,9999-01-01,1.31,2
24763,Martijn,Bolsens,M,Engineer,1998-04-28,9999-01-01,4.26,1
24764,Bluma,Rothe,F,Staff,1995-07-01,2002-07-01,7.0,1
24764,Bluma,Rothe,F,"Senior Staff",2002-07-01,9999-01-01,0.08,2
24765,Aram,Rahier,M,Staff,1985-06-04,1993-06-04,8.0,1
24765,Aram,Rahier,M,"Senior Staff",1993-06-04,9999-01-01,9.16,2
24766,George,Ishibashi,M,Engineer,1993-11-20,2000-11-20,7.0,1
24766,George,Ishibashi,M,"Senior Engineer",2000-11-20,9999-01-01,1.69,2
24767,Kiyokazu,Pagter,F,Staff,1991-12-14,1998-12-14,7.0,1
24767,Kiyokazu,Pagter,F,"Senior Staff",1998-12-14,9999-01-01,3.63,2
24768,Remco,Atrawala,F,"Senior Staff",1994-08-16,9999-01-01,7.96,1
24769,Falguni,Heuter,F,"Senior Engineer",1988-10-16,1993-01-04,4.22,1
24770,Evgueni,Cooke,M,"Assistant Engineer",1989-07-30,1996-07-30,7.0,1
24770,Evgueni,Cooke,M,Engineer,1996-07-30,2001-09-29,5.17,2
24771,Kirk,Matteis,F,Staff,1990-07-19,1996-07-18,6.0,1
24771,Kirk,Matteis,F,"Senior Staff",1996-07-18,9999-01-01,6.04,2
24772,Gill,Malinowski,F,Staff,1988-10-12,1993-10-12,5.0,1
24772,Gill,Malinowski,F,"Senior Staff",1993-10-12,9999-01-01,8.8,2
24773,Younwoo,Ramsay,M,"Senior Staff",1987-07-18,9999-01-01,15.04,1
24774,Uno,Facello,F,Staff,1993-05-15,2002-05-15,9.0,1
24774,Uno,Facello,F,"Senior Staff",2002-05-15,9999-01-01,0.21,2
24775,Ziyad,Spelt,M,Staff,1988-05-23,1995-05-24,7.0,1
24775,Ziyad,Spelt,M,"Senior Staff",1995-05-24,9999-01-01,7.19,2
24776,Elgin,Fortenbacher,M,"Senior Staff",1990-03-21,9999-01-01,12.36,1
24777,Uli,Asmuth,M,"Technique Leader",1998-10-14,9999-01-01,3.8,1
24778,Anneke,Vilarrasa,M,Staff,1996-04-03,9999-01-01,6.33,1
24779,Barna,Middleton,F,Engineer,1992-12-24,1993-11-12,0.88,1
24780,Yakichi,Godskesen,M,Staff,1988-04-29,1995-04-30,7.0,1
24780,Yakichi,Godskesen,M,"Senior Staff",1995-04-30,9999-01-01,7.26,2
24781,Yefim,Xiaoshan,F,Staff,1986-11-25,1992-11-24,6.0,1
24781,Yefim,Xiaoshan,F,"Senior Staff",1992-11-24,9999-01-01,9.68,2
24782,Gill,Nittel,M,"Assistant Engineer",1988-08-15,1993-08-15,5.0,1
24782,Gill,Nittel,M,Engineer,1993-08-15,1998-08-15,5.0,2
24782,Gill,Nittel,M,"Senior Engineer",1998-08-15,9999-01-01,3.96,3
24783,Sorina,Siksek,M,"Senior Engineer",1992-04-19,9999-01-01,10.28,1
24784,Jinxi,Lodder,F,"Senior Engineer",1991-04-11,9999-01-01,11.31,1
24785,Sham,Speer,F,Staff,1989-07-12,1994-07-12,5.0,1
24785,Sham,Speer,F,"Senior Staff",1994-07-12,9999-01-01,8.05,2
24786,Odysseas,Collavizza,F,Engineer,1985-06-05,1990-06-05,5.0,1
24786,Odysseas,Collavizza,F,"Senior Engineer",1990-06-05,9999-01-01,12.16,2
24787,Jinpo,Kaelbling,M,Engineer,1999-04-24,9999-01-01,3.27,1
24788,Kankanahalli,Matteis,M,Engineer,1994-01-13,1996-04-02,2.22,1
24789,Snehasis,Kaiser,M,Staff,1995-05-26,2000-05-25,5.0,1
24789,Snehasis,Kaiser,M,"Senior Staff",2000-05-25,9999-01-01,2.18,2
24790,Kiyokazu,Chachaty,F,Staff,1986-08-25,1992-08-24,6.0,1
24790,Kiyokazu,Chachaty,F,"Senior Staff",1992-08-24,9999-01-01,9.94,2
24791,Freyja,Ranka,M,Staff,1988-07-05,1994-07-05,6.0,1
24791,Freyja,Ranka,M,"Senior Staff",1994-07-05,9999-01-01,8.07,2
24792,Rasikan,Casperson,M,Engineer,1993-04-17,1998-04-17,5.0,1
24792,Rasikan,Casperson,M,"Senior Engineer",1998-04-17,9999-01-01,4.29,2
24793,Kristen,Brizzi,M,Staff,1990-03-23,1999-03-23,9.0,1
24793,Kristen,Brizzi,M,"Senior Staff",1999-03-23,9999-01-01,3.36,2
24794,Lokesh,Miara,M,Engineer,1998-12-20,1999-08-24,0.68,1
24795,Ulf,Chachaty,F,Staff,1993-06-23,1998-06-23,5.0,1
24795,Ulf,Chachaty,F,"Senior Staff",1998-06-23,9999-01-01,4.11,2
24796,Vasilis,Albarhamtoshy,M,"Technique Leader",1999-04-05,9999-01-01,3.32,1
24797,Saeko,Mapelli,F,Engineer,1995-07-17,9999-01-01,7.04,1
24798,Bodo,Vesel,M,Engineer,1998-03-22,1999-07-17,1.32,1
24799,Karlis,Hockney,F,"Senior Staff",1991-03-29,9999-01-01,11.34,1
24800,Fumiko,Suwa,F,Staff,1990-07-14,1996-06-29,5.96,1
24801,Dinkar,Harnett,M,"Senior Engineer",1999-01-15,9999-01-01,3.54,1
24802,Ingemar,Zwicker,F,Staff,1999-05-20,9999-01-01,3.2,1
24803,Kyoichi,Ranta,M,"Senior Engineer",1993-07-24,9999-01-01,9.02,1
24804,Lena,Yurek,M,"Assistant Engineer",1995-06-30,9999-01-01,7.09,1
24805,Eric,Yoshimura,F,Staff,1993-11-07,1995-03-04,1.32,1
24806,Charmane,Facello,F,Engineer,1992-03-26,1999-03-27,7.0,1
24806,Charmane,Facello,F,"Senior Engineer",1999-03-27,9999-01-01,3.35,2
24807,Valeri,Garnham,M,Staff,1997-06-24,9999-01-01,5.1,1
24808,Torsten,Melichar,F,Staff,1987-09-03,1992-09-02,5.0,1
24808,Torsten,Melichar,F,"Senior Staff",1992-09-02,9999-01-01,9.91,2
24809,Kersti,Luan,M,Engineer,1993-04-05,2000-04-05,7.0,1
24809,Kersti,Luan,M,"Senior Engineer",2000-04-05,9999-01-01,2.32,2
24810,Kristen,Serot,M,"Senior Staff",1985-12-07,1988-03-22,2.29,1
24811,Sarita,Andreotta,M,Staff,1997-01-15,9999-01-01,5.54,1
24812,Saniya,Heuter,M,Staff,1987-08-19,1995-08-19,8.0,1
24812,Saniya,Heuter,M,"Senior Staff",1995-08-19,9999-01-01,6.95,2
24813,Dines,Zaumen,M,Engineer,1991-07-21,1996-07-20,5.0,1
24813,Dines,Zaumen,M,"Senior Engineer",1996-07-20,9999-01-01,6.03,2
24814,Seshu,Molenkamp,M,Staff,1999-11-14,2000-09-14,0.84,1
24815,Kristin,Basagni,F,Staff,1995-08-30,2001-08-29,6.0,1
24815,Kristin,Basagni,F,"Senior Staff",2001-08-29,9999-01-01,0.92,2
24816,Peer,Sabnani,F,"Senior Staff",1985-10-03,9999-01-01,16.83,1
24817,Jacqueline,Erie,F,Engineer,1996-01-01,2001-12-31,6.0,1
24817,Jacqueline,Erie,F,"Senior Engineer",2001-12-31,9999-01-01,0.58,2
24818,Syozo,McAlpine,M,"Senior Engineer",1996-02-01,2001-06-22,5.39,1
24819,Shridhar,Fontet,F,"Senior Staff",1993-07-31,1999-03-06,5.6,1
24820,Dipayan,Chorvat,M,Engineer,1993-03-12,2001-03-12,8.0,1
24820,Dipayan,Chorvat,M,"Senior Engineer",2001-03-12,9999-01-01,1.39,2
24821,Toong,Zaumen,F,Staff,1994-07-25,2000-07-24,6.0,1
24821,Toong,Zaumen,F,"Senior Staff",2000-07-24,9999-01-01,2.02,2
24822,Fabrizio,Merey,M,"Assistant Engineer",1990-07-06,1998-07-06,8.0,1
24822,Fabrizio,Merey,M,Engineer,1998-07-06,9999-01-01,4.07,2
24823,Garnet,Walstra,F,"Technique Leader",1987-07-13,9999-01-01,15.05,1
24824,Moheb,Boreale,M,Staff,1992-10-24,1997-10-24,5.0,1
24824,Moheb,Boreale,M,"Senior Staff",1997-10-24,9999-01-01,4.77,2
24825,Mart,Nergos,F,Staff,1993-06-12,2000-06-12,7.0,1
24825,Mart,Nergos,F,"Senior Staff",2000-06-12,9999-01-01,2.14,2
24826,Dante,Peot,M,Engineer,1991-01-04,2000-01-04,9.0,1
24826,Dante,Peot,M,"Senior Engineer",2000-01-04,9999-01-01,2.57,2
24827,Rayond,Narahari,M,Engineer,1990-03-10,1998-03-10,8.0,1
24827,Rayond,Narahari,M,"Senior Engineer",1998-03-10,9999-01-01,4.39,2
24828,Moty,Kriebel,M,Engineer,1987-11-07,1991-12-08,4.08,1
24829,Dietrich,Wiegley,F,Engineer,1993-08-17,2000-08-17,7.0,1
24829,Dietrich,Wiegley,F,"Senior Engineer",2000-08-17,9999-01-01,1.95,2
24830,Kazuhisa,Taubenfeld,M,Engineer,1999-12-17,9999-01-01,2.62,1
24831,Yinlin,Silva,F,Engineer,1999-12-22,9999-01-01,2.61,1
24832,Yurii,Lieberherr,F,"Assistant Engineer",1993-03-12,1998-03-12,5.0,1
24832,Yurii,Lieberherr,F,Engineer,1998-03-12,9999-01-01,4.39,2
24833,Szabolcs,Thombley,F,Engineer,1995-04-02,9999-01-01,7.33,1
24834,Nathalie,Broomell,F,Staff,1987-09-02,1989-09-13,2.03,1
24835,Rildo,Boyle,F,"Technique Leader",1997-05-14,9999-01-01,5.22,1
24836,Zhonghui,Rusterholz,M,Engineer,1988-01-11,1994-01-10,6.0,1
24836,Zhonghui,Rusterholz,M,"Senior Engineer",1994-01-10,9999-01-01,8.56,2
24837,Gopalakrishnan,Percebois,M,Staff,1999-02-07,9999-01-01,3.48,1
24838,Atilio,Vanwelkenhuysen,M,"Senior Engineer",1990-06-19,9999-01-01,12.12,1
24839,Guadalupe,Brendel,F,Staff,1992-05-14,1997-01-19,4.68,1
24840,Gill,Jeong,M,Engineer,1993-06-15,2001-06-15,8.0,1
24840,Gill,Jeong,M,"Senior Engineer",2001-06-15,9999-01-01,1.13,2
24841,Khalil,Molenaar,M,Staff,1994-07-14,2001-07-14,7.0,1
24841,Khalil,Molenaar,M,"Senior Staff",2001-07-14,9999-01-01,1.05,2
24842,Selwyn,Boyle,F,Staff,1993-10-03,1999-10-03,6.0,1
24842,Selwyn,Boyle,F,"Senior Staff",1999-10-03,9999-01-01,2.83,2
24843,Khosrow,Chenoweth,M,Engineer,1988-08-19,1996-08-19,8.0,1
24843,Khosrow,Chenoweth,M,"Senior Engineer",1996-08-19,9999-01-01,5.95,2
24844,Anwar,Jumpertz,F,Staff,1985-06-24,1990-06-24,5.0,1
24844,Anwar,Jumpertz,F,"Senior Staff",1990-06-24,1995-06-05,4.95,2
24845,Masadi,Beznosov,M,Engineer,1993-09-16,2001-09-16,8.0,1
24845,Masadi,Beznosov,M,"Senior Engineer",2001-09-16,9999-01-01,0.87,2
24846,Suvo,Iwayama,M,Engineer,1990-07-31,1995-07-31,5.0,1
24846,Suvo,Iwayama,M,"Senior Engineer",1995-07-31,9999-01-01,7.0,2
24847,Weiru,Cyre,F,"Senior Engineer",1988-07-08,9999-01-01,14.06,1
24848,Shietung,Masada,M,Engineer,1996-05-28,9999-01-01,6.18,1
24849,Lijie,Wendorf,F,Staff,1992-08-28,2001-08-28,9.0,1
24849,Lijie,Wendorf,F,"Senior Staff",2001-08-28,9999-01-01,0.93,2
24850,Uwe,Bressoud,F,Engineer,1995-07-08,9999-01-01,7.07,1
24851,Joydip,Francisci,F,Staff,1999-06-25,9999-01-01,3.1,1
24852,Sivanarayana,Bolsens,M,"Senior Staff",1992-02-24,9999-01-01,10.43,1
24853,Zhongwei,McClurg,F,Staff,1985-04-26,1992-04-26,7.0,1
24853,Zhongwei,McClurg,F,"Senior Staff",1992-04-26,1994-07-03,2.18,2
24854,Sushant,Neiman,F,"Technique Leader",1986-11-17,2000-09-17,13.83,1
24855,Dung,Lund,M,Staff,1986-05-19,1993-05-19,7.0,1
24855,Dung,Lund,M,"Senior Staff",1993-05-19,9999-01-01,9.2,2
24856,Alagu,Kirkerud,M,Staff,1998-08-19,2000-08-02,1.95,1
24857,Jaideep,Rattan,F,"Assistant Engineer",1987-09-19,1995-09-19,8.0,1
24857,Jaideep,Rattan,F,Engineer,1995-09-19,9999-01-01,6.87,2
24858,Aloys,Sommer,F,Engineer,1997-03-18,9999-01-01,5.37,1
24859,Maia,Kalorkoti,M,Engineer,1995-09-13,2001-09-12,6.0,1
24859,Maia,Kalorkoti,M,"Senior Engineer",2001-09-12,9999-01-01,0.88,2
24860,Leni,Peral,M,Engineer,1992-08-03,1997-08-03,5.0,1
24860,Leni,Peral,M,"Senior Engineer",1997-08-03,9999-01-01,4.99,2
24861,Kiyokazu,Munoz,F,Staff,1985-07-14,1985-09-11,0.16,1
24862,Susumu,Muntz,F,Staff,1988-01-21,1996-01-21,8.0,1
24862,Susumu,Muntz,F,"Senior Staff",1996-01-21,9999-01-01,6.53,2
24863,Leaf,Buchter,F,"Senior Staff",1997-02-13,9999-01-01,5.46,1
